Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Barnsley,Council,E08000016,The outcome of short-term services: sequel to service,65 and over,92.0,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The outcome of short-term services: sequel to service,Total,92.1,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of adults in contact with secondary mental health services in paid employment,Female,9.0,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of adults in contact with secondary mental health services in paid employment,Male,7.0,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of adults in contact with secondary mental health services in paid employment,Total,8.0,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,81.0,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,73.0,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,76.0,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability in paid employment,Female,3.6,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability in paid employment,Male,3.6,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability in paid employment,Total,3.6,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability who live in their own home or with their family,Female,87.0,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability who live in their own home or with their family,Male,86.1,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of adults with a learning disability who live in their own home or with their family,Total,86.4,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of carers who find it easy to find information about support,18-64,54.0,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of carers who find it easy to find information about support,65 and over,65.4,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of carers who find it easy to find information about support,Female,57.9,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of carers who find it easy to find information about support,Male,67.2,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of carers who find it easy to find information about support,Total,60.5,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive direct payments,18-64,88.9,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive direct payments,Total,92.3,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive direct payments,65 and over,96.77,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive self-directed support,18-64,93.8,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive self-directed support,Total,95.8,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of carers who receive self-directed support,65 and over,98.39,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,65.9,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,73.9,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,71.5,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,65.3,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,69.6,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of carers who reported that they had as much social contact as they would like,18-64,28.2,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of carers who reported that they had as much social contact as they would like,65 and over,37.1,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of carers who reported that they had as much social contact as they would like,Female,31.6,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of carers who reported that they had as much social contact as they would like,Male,34.7,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of carers who reported that they had as much social contact as they would like,Total,32.6,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,1.2,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,0.5,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,0.9,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,0.87,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,92.3,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,86.4,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,90.5,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,90.54,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who feel safe,18-64,63.7,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who feel safe,65 and over,80.3,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who feel safe,Female,74.6,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who feel safe,Male,75.8,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who feel safe,Total,75.1,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who find it easy to find information about support,18-64,69.2,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who find it easy to find information about support,65 and over,75.0,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who find it easy to find information about support,Female,76.0,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who find it easy to find information about support,Male,68.3,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who find it easy to find information about support,Total,73.1,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who have control over their daily life,18-64,90.1,21850.19,26151,147621.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who have control over their daily life,65 and over,83.2,21850.19,26151,48162.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who have control over their daily life,Female,82.2,21850.19,26151,100094.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who have control over their daily life,Male,90.2,21850.19,26151,95689.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who have control over their daily life,Total,85.4,21850.19,26151,195783.0,2019
Barnsley,Council,E08000016,The proportion of people who use services who receive direct payments,18-64,61.7,21850.19,26151,147621.0,2019
