Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Bedford,Council,E06000055,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,70.41,15291.14,31523,31422.0,2021
Bedford,Council,E06000055,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.4,15291.14,31523,133514.0,2021
Bedford,Council,E06000055,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.0,15291.14,31523,68795.0,2021
Bedford,Council,E06000055,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,4.8,15291.14,31523,64719.0,2021
Bedford,Council,E06000055,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.42,15291.14,31523,31422.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive direct payments,Total,16.5,15291.14,31523,133514.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive direct payments,18-64,22.8,15291.14,31523,102092.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive direct payments,65 and over,10.3,15291.14,31523,31422.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive self-directed support,Total,93.9,15291.14,31523,133514.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive self-directed support,18-64,96.2,15291.14,31523,102092.0,2021
Bedford,Council,E06000055,Proportion of people using social care who receive self-directed support,65 and over,91.7,15291.14,31523,31422.0,2021
Bedford,Council,E06000055,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,59.5,15291.14,31523,133514.0,2021
Bedford,Council,E06000055,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,50.0,15291.14,31523,102092.0,2021
Bedford,Council,E06000055,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,60.6,15291.14,31523,31422.0,2021
Bexley,Council,E09000004,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.431,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,394.8,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,8.6,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Overall satisfaction of people who use services with their care and support,Total,67.2,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Overall satisfaction of people who use services with their care and support,18-64,73.9,13529.71,38004,150844.0,2021
Bexley,Council,E09000004,Overall satisfaction of people who use services with their care and support,65 and over,63.1,13529.71,38004,41033.0,2021
Bexley,Council,E09000004,Overall satisfaction of people who use services with their care and support,Female,63.6,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Overall satisfaction of people who use services with their care and support,Male,71.6,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of adults in contact with secondary mental health services in paid employment,Total,12.0,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of adults in contact with secondary mental health services in paid employment,Female,14.0,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Proportion of adults in contact with secondary mental health services in paid employment,Male,10.0,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,79.0,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,80.0,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,78.0,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities in paid employment,Total,16.7,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities in paid employment,Female,12.0,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities in paid employment,Male,19.2,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities who live in their own home or with their family,Total,77.4,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities who live in their own home or with their family,Female,77.1,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Proportion of adults with learning disabilities who live in their own home or with their family,Male,77.6,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of carers who receive direct payments,Total,31.3,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of carers who receive direct payments,18-64,42.6,13529.71,38004,150844.0,2021
Bexley,Council,E09000004,Proportion of carers who receive direct payments,65 and over,17.03,13529.71,38004,41033.0,2021
Bexley,Council,E09000004,Proportion of carers who receive self-directed support,Total,97.7,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of carers who receive self-directed support,18-64,97.3,13529.71,38004,150844.0,2021
Bexley,Council,E09000004,Proportion of carers who receive self-directed support,65 and over,98.25,13529.71,38004,41033.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,84.9,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,88.4,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,79.2,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,84.91,13529.71,38004,41033.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.2,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,5.1,13529.71,38004,100850.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.3,13529.71,38004,91027.0,2021
Bexley,Council,E09000004,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.24,13529.71,38004,41033.0,2021
Bexley,Council,E09000004,Proportion of people using social care who receive direct payments,Total,22.5,13529.71,38004,191877.0,2021
Bexley,Council,E09000004,Proportion of people using social care who receive direct payments,18-64,32.9,13529.71,38004,150844.0,2021
Bexley,Council,E09000004,Proportion of people using social care who receive direct payments,65 and over,13.2,13529.71,38004,41033.0,2021
